eurostat_country_code,fao_area_code,Country_name,Climatic_zone1,Climatic_zone1_pct,Agreena_crop_english_name,Agreena_crop_ID,Agreena_crop_IDENTIFIER,Agreena_crop_year,Agreena_crop_methodology,coolfarm_id,coolfarm_name,es_crop_name,fao_crop_name,yield_avg,yield_min,yield_max,yield_sd,source,Agreena_crop_name
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,Sorghum (forage harvest),257,SORGHUM-FORAGE-HARVEST,2023,2,17,Sorghum,Other cereals harvested green (excluding green maize),use eurostat,5.04375,3.79,6.35,0.8523067439098939,eurostat (imputed),SORGHUM-FORAGE-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,Soybean (seed harvest),162,SOYBEAN,2023,2,18,Soyabean,Soya,Soya beans,2.175,1.34,2.97,0.6616645675869307,eurostat (imputed),SOYBEAN
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,Soybean (forage harvest),258,SOYBEAN-FORAGE-HARVEST,2023,2,18,Soybean,Other leguminous plants harvested green n.e.c.,use eurostat,3.71625,3,4.45,0.4768628883502201,eurostat (imputed),SOYBEAN-FORAGE-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Wheat, Durum (grain harvest)",163,SPRING-WHEAT,2023,2,19,Spring wheat,Common spring wheat and spelt,use eurostat,3.8825,3.33,4.65,0.3700868623908254,eurostat (imputed),SPRING-WHEAT
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,Strawberry,32,STRAWBERRY,NA,NA,34,Strawberry,use FAO,Strawberries,7.7859875,7.0025,8.6154,0.5761569315919305,fao (imputed),STRAWBERRY
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,Sugar beets,125,SUGAR-BEETS,NA,NA,30,Other tuber crop,Sugar beet (excluding seed),Sugar beet,19.3832625,18.9742,20,0.3149127132465215,fao (imputed),SUGAR-BEETS
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,Sunflower,130,SUNFLOWER,2022,2,35,Rapeseed,Sunflower seed,Sunflower seed,1.735,1,2.33,0.4605276476887292,eurostat (imputed),SUNFLOWER
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,Sunflower (seed harvest),274,SUNFLOWER-SEED-HARVEST,2023,2,35,Rapeseed,Sunflower seed,Sunflower seed,1.735,1,2.33,0.4605276476887292,eurostat (imputed),SUNFLOWER-SEED-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,Tomato,35,TOMATO,NA,NA,21,Tomato,use FAO,Tomatoes,12.4541125,8.8009,16.0851,2.165738128502613,fao (imputed),TOMATO
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Triticale, Winter (seed harvest)",177,TRITICALE,2023,2,16,Rye,Triticale,Triticale,4.02625,3.5,4.56,0.3582073421916416,eurostat (imputed),TRITICALE
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Triticale, Spring (forage harvest)",259,TRITICALE-SPRING-FORAGE-HARVEST,NA,NA,16,Rye,Other cereals harvested green (excluding green maize),use eurostat,5.04375,3.79,6.35,0.8523067439098939,eurostat (imputed),TRITICALE-SPRING-FORAGE-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Triticale, Spring (seed harvest)",260,TRITICALE-SPRING-SEED-HARVEST,2023,2,16,Rye,Triticale,Triticale,4.02625,3.5,4.56,0.3582073421916416,eurostat (imputed),TRITICALE-SPRING-SEED-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Triticale, Winter (forage harvest)",197,TRITICALE-WINTER-FORAGE-HARVEST,2023,2,16,Rye,Other cereals harvested green (excluding green maize),use eurostat,5.04375,3.79,6.35,0.8523067439098939,eurostat (imputed),TRITICALE-WINTER-FORAGE-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,Vegetable,37,VEGETABLE,NA,NA,23,Vegetable,Fresh vegetables (including melons) and strawberries,Vegetables Primary,5.7313875,5.3986,6.1331,0.2090760862017188,fao (imputed),VEGETABLE
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Vetch, (forage harvest)",277,VETCH-FORAGE-HARVEST,2023,2,4,Clover,Other leguminous plants harvested green n.e.c.,use eurostat,3.71625,3,4.45,0.4768628883502201,eurostat (imputed),VETCH-FORAGE-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Vetch, (seed harvest)",278,VETCH-SEED-HARVEST,2023,2,4,Clover,use FAO,Vetches,4.119475,2.0454,6.6392,1.374213352898928,fao (imputed),VETCH-SEED-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,Wheat,38,WHEAT,NA,NA,24,Winter wheat,Common winter wheat and spelt,use eurostat,4.2125,3.54,4.91,0.4325918564717953,eurostat (imputed),WHEAT
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Wheat, Spelt (grain harvest)",261,WHEAT-SPELT-GRAIN-HARVEST,2023,2,24,Winter wheat,Common winter wheat and spelt,use eurostat,4.2125,3.54,4.91,0.4325918564717953,eurostat (imputed),WHEAT-SPELT-GRAIN-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Wheat, Spring (forage harvest)",262,WHEAT-SPRING-FORAGE-HARVEST,2023,2,19,Spring wheat,Other cereals harvested green (excluding green maize),use eurostat,5.04375,3.79,6.35,0.8523067439098939,eurostat (imputed),WHEAT-SPRING-FORAGE-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Wheat, Spring (grain harvest)",263,WHEAT-SPRING-GRAIN-HARVEST,2023,2,19,Spring wheat,Common spring wheat and spelt,use eurostat,3.8825,3.33,4.65,0.3700868623908254,eurostat (imputed),WHEAT-SPRING-GRAIN-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Wheat, Winter (forage harvest)",199,WHEAT-WINTER-FORAGE-HARVEST,2023,2,24,Winter wheat,Other cereals harvested green (excluding green maize),use eurostat,5.04375,3.79,6.35,0.8523067439098939,eurostat (imputed),WHEAT-WINTER-FORAGE-HARVEST
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,Winter barley,127,WINTER-BARLEY,NA,NA,3,Barley,Winter barley,use eurostat,3.6575,3.03,4.15,0.3997409875692723,eurostat (imputed),WINTER-BARLEY
BA,80,Bosnia and Herzegovina,Cool temperate moist,NA,"Wheat, Winter (grain harvest)",144,WINTER-WHEAT,2023,2,24,Winter wheat,Common winter wheat and spelt,use eurostat,4.2125,3.54,4.91,0.4325918564717953,eurostat (imputed),WINTER-WHEAT
BG,27,Bulgaria,Warm temperate dry,0.73,Alfalfa (forage harvest),145,ALFALFA,2023,2,1,Alfalfa,Lucerne,use eurostat,10.95,8.88,12.6,1.293323514935731,eurostat (imputed),ALFALFA
BG,27,Bulgaria,Warm temperate dry,0.73,Apple,2,APPLE,NA,NA,2,Apple,use FAO,Apples,11.7136625,10.5362,13.7945,1.126326466169048,fao (imputed),APPLE
BG,27,Bulgaria,Warm temperate dry,0.73,"Barley, Spring (forage harvest)",142,BARLEY,2023,2,3,Barley,Other cereals harvested green (excluding green maize),use eurostat,12.4625,11,16,1.77919524344174,eurostat (imputed),BARLEY
BG,27,Bulgaria,Warm temperate dry,0.73,"Barley, Spring (grain harvest)",180,BARLEY-SPRING-GRAIN-HARVEST,2023,2,3,Barley,Spring barley,use eurostat,2.99125,2.3,3.66,0.5718001024334092,eurostat (imputed),BARLEY-SPRING-GRAIN-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Barley, Winter (forage harvest)",181,BARLEY-WINTER-FORAGE-HARVEST,2023,2,3,Barley,Other cereals harvested green (excluding green maize),use eurostat,12.4625,11,16,1.77919524344174,eurostat (imputed),BARLEY-WINTER-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Barley, Winter (grain harvest)",182,BARLEY-WINTER-GRAIN-HARVEST,2023,2,3,Barley,Winter barley,use eurostat,4.73,4.14,5.56,0.4856218399419154,eurostat (imputed),BARLEY-WINTER-GRAIN-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Bean, Dry (forage harvest)",242,BEAN-DRY-FORAGE-HARVEST,2023,2,7,Dry bean,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),BEAN-DRY-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Bean, Fava, Spring (forage harvest)",183,BEAN-FAVA-FORAGE-HARVEST,2023,2,7,Dry bean,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),BEAN-FAVA-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Bean, Fava, Spring (seed harvest)",184,BEAN-FAVA-SEED-HARVEST,2023,2,7,Dry bean,use FAO,"Broad beans and horse beans, dry",2.0101875,0.0176,10,3.263521966674085,fao (imputed),BEAN-FAVA-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Bean, Fava, Winter (forage harvest)",185,BEAN-FAVA-WINTER-FORAGE-HARVEST,2023,2,7,Dry bean,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),BEAN-FAVA-WINTER-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Bean, Fava, Winter (seed harvest)",186,BEAN-FAVA-WINTER-SEED-HARVEST,2023,2,7,Dry bean,use FAO,"Broad beans and horse beans, dry",2.0101875,0.0176,10,3.263521966674085,fao (imputed),BEAN-FAVA-WINTER-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Bean, Mung (forage harvest)",201,BEAN-MUNG-FORAGE-HARVEST,NA,NA,7,Dry bean,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),BEAN-MUNG-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Bean, Mung (seed harvest)",202,BEAN-MUNG-SEED-HARVEST,NA,NA,7,Dry bean,Broad and field beans,"Beans, dry",1.2625,0.95,1.74,0.2535321901230126,eurostat (imputed),BEAN-MUNG-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Beet, Fodder (root harvest)",203,BEET-FODDER-ROOT-HARVEST,2023,2,30,Other tuber crop,use FAO,"Roots and Tubers, Total",17.2537,13.005,21.2497,2.681512410136169,fao (imputed),BEET-FODDER-ROOT-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Beet, Sugar (root harvest)",205,BEET-SUGAR-ROOT-HARVEST,2023,2,30,Other tuber crop,Sugar beet (excluding seed),Sugar beet,37.6,28.1,45.6,6.410705332265931,eurostat (imputed),BEET-SUGAR-ROOT-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Beetroot (root harvest),207,BEETROOT-ROOT-HARVEST,2023,2,30,Other tuber crop,use FAO,"Roots and Tubers, Total",17.2537,13.005,21.2497,2.681512410136169,fao (imputed),BEETROOT-ROOT-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Blueberry,4,BLUEBERRY,NA,NA,33,Blueberry,use FAO,Blueberries,5.0965375,1.5714,7.7877,2.613461084428354,fao (imputed),BLUEBERRY
BG,27,Bulgaria,Warm temperate dry,0.73,Borage (seed harvest),312,BORAGE-SEED-HARVEST,2023,2,11,Oats,Other oilseed crops n.e.c.,"Oilcrops, Oil Equivalent",0.71125,0.6,0.8,0.06791538853603063,eurostat (imputed),BORAGE-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Buckwheat,138,BUCKWHEAT,2022,2,25,Other grain,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",Buckwheat,1.75125,1.43,2.12,0.1893173827955887,eurostat (imputed),BUCKWHEAT
BG,27,Bulgaria,Warm temperate dry,0.73,Buckwheat (seed harvest),187,BUCKWHEAT-SEED-HARVEST,2023,2,11,Oats,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",Buckwheat,1.75125,1.43,2.12,0.1893173827955887,eurostat (imputed),BUCKWHEAT-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Canola, Spring (seed harvest)",243,CANOLA-SPRING,2023,2,36,Canola,Spring rape and turnip rape seeds,use eurostat,3.24,1.83,4.63,0.8006284434287549,CZ estimate Eurostat,CANOLA-SPRING
BG,27,Bulgaria,Warm temperate dry,0.73,"Canola, Winter (seed harvest)",244,CANOLA-WINTER,2023,2,36,Canola,Winter rape and turnip rape seeds,use eurostat,2.67375,2.32,3,0.279588345352847,eurostat (imputed),CANOLA-WINTER
BG,27,Bulgaria,Warm temperate dry,0.73,Carrot (root harvest),209,CARROT-ROOT-HARVEST,2023,2,30,Other tuber crop,use FAO,Carrots and turnips,20.1924375,14.7458,26.2174,3.801549319473951,fao (imputed),CARROT-ROOT-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Carrot (seed harvest),210,CARROT-SEED-HARVEST,2023,2,30,Other tuber crop,use FAO,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1.111975,0.8827,1.3786,0.150442354883381,fao (imputed),CARROT-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Clover, Berseem (forage harvest)",245,CLOVER-BERSEEM-FORAGE-HARVEST,2023,2,4,Clover,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),CLOVER-BERSEEM-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Clover, Crimson (forage harvest)",246,CLOVER-CRIMSON-FORAGE-HARVEST,2023,2,4,Clover,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),CLOVER-CRIMSON-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Clover, Red (forage harvest)",189,CLOVER-RED-FORAGE-HARVEST,2023,2,4,Clover,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),CLOVER-RED-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Clover, White (forage harvest)",191,CLOVER-WHITE-FORAGE-HARVEST,2023,2,4,Clover,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),CLOVER-WHITE-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Cotton,266,COTTON,2023,2,6,Cotton,Cotton fibre,use eurostat,0.78625,0.6,0.95,0.1273844013774282,eurostat (imputed),COTTON
BG,27,Bulgaria,Warm temperate dry,0.73,Cotton (seed harvest),267,COTTON-SEED-HARVEST,NA,NA,6,Cotton,Cotton seed,use eurostat,1.19875,0,2.72,1.007208837757663,eurostat (imputed),COTTON-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Bean, Black (seed harvest)",147,DRY-BEAN,2023,2,7,Dry bean,Broad and field beans,"Beans, dry",1.2625,0.95,1.74,0.2535321901230126,eurostat (imputed),DRY-BEAN
BG,27,Bulgaria,Warm temperate dry,0.73,Flax / Linseed,96,FLAX,2022,2,19,Spring wheat,Linseed (oilflax),use eurostat,1.12125,0.66,1.57,0.3111011548860412,eurostat (imputed),FLAX
BG,27,Bulgaria,Warm temperate dry,0.73,Flax / Linseed (seed harvest),193,FLAX-LINSEED-SEED-HARVEST,2023,2,11,Oats,Linseed (oilflax),use eurostat,1.12125,0.66,1.57,0.3111011548860412,eurostat (imputed),FLAX-LINSEED-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Grass-clover mix,133,GRASS-CLOVER-MIX,2022,2,13,Grass-clover mix,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),GRASS-CLOVER-MIX
BG,27,Bulgaria,Warm temperate dry,0.73,Grass-clover mix (forage harvest),265,GRASS-CLOVER-MIX-FORAGE-HARVEST,2023,2,13,Grass-clover mix,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),GRASS-CLOVER-MIX-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Grazing field (non-permanent),132,GRAZING-FIELD,2022,2,13,Perennial grass,Temporary grasses and grazings,use eurostat,7.13,6,8.03,0.8426658378537214,eurostat (imputed),GRAZING-FIELD
BG,27,Bulgaria,Warm temperate dry,0.73,Hemp,136,HEMP,2022,2,35,Rapeseed,Hemp,use eurostat,1.92625,1.1,2.78,0.6952068037641749,eurostat (imputed),HEMP
BG,27,Bulgaria,Warm temperate dry,0.73,Hemp (biomass harvest),232,HEMP-BIOMASS-HARVEST,2023,2,35,Rapeseed,use FAO,"Fibre Crops, Fibre Equivalent",1.46815,0.5202,2.5668,0.91868184295295,fao (imputed),HEMP-BIOMASS-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Hemp (fiber harvest),233,HEMP-FIBER-HARVEST,2023,2,35,Rapeseed,use FAO,"Fibre Crops, Fibre Equivalent",1.46815,0.5202,2.5668,0.91868184295295,fao (imputed),HEMP-FIBER-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Hemp (seed harvest),275,HEMP-SEED-HARVEST,2023,2,35,Rapeseed,Hemp,use eurostat,1.92625,1.1,2.78,0.6952068037641749,eurostat (imputed),HEMP-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Bean, Dry (seed harvest)",143,HORSEBEANS,2023,2,7,Dry bean,Broad and field beans,"Beans, dry",1.2625,0.95,1.74,0.2535321901230126,eurostat (imputed),HORSEBEANS
BG,27,Bulgaria,Warm temperate dry,0.73,Lentil (forage harvest),248,LENTIL-FORAGE-HARVEST,NA,NA,7,Dry bean,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),LENTIL-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Lentil (seed harvest),231,LENTIL-SEED-HARVEST,2023,2,7,Dry bean,use FAO,"Lentils, dry",1.7815125,1.0046,2.5623,0.5648751529257213,fao (imputed),LENTIL-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Lupine (forage harvest),268,LUPINE-FORAGE-HARVEST,NA,NA,7,Dry bean,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),LUPINE-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Lupine (seed harvest),269,LUPINE-SEED-HARVEST,2023,2,7,Dry bean,Sweet lupins,Lupins,1.8325,1,2.48,0.5920364371026018,eurostat (imputed),LUPINE-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Maize (forage harvest),149,MAIZE,2023,2,9,Maize,Green maize,Green corn (maize),20.95,19.1,25.4,2.003568245477481,eurostat (imputed),MAIZE
BG,27,Bulgaria,Warm temperate dry,0.73,Maize (grain harvest),170,MAIZE-CORN,2023,2,9,Maize,Grain maize and corn-cob-mix,Maize (corn),6.1025,4.9,7.92,1.057013988284248,eurostat (imputed),MAIZE-CORN
BG,27,Bulgaria,Warm temperate dry,0.73,Millet (seed harvest),150,MILLET,2023,2,10,Millet,use FAO,Millet,1.857575,1.3517,2.4345,0.3614812887866496,fao (imputed),MILLET
BG,27,Bulgaria,Warm temperate dry,0.73,Millet (forage harvest),249,MILLET-FORAGE-HARVEST,2023,2,10,Millet,Other cereals harvested green (excluding green maize),use eurostat,12.4625,11,16,1.77919524344174,eurostat (imputed),MILLET-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Mustard,140,MUSTARD,2022,2,35,Rapeseed,use FAO,Mustard seed,0.550925,0.2385,0.9946,0.3186639732651667,fao (imputed),MUSTARD
BG,27,Bulgaria,Warm temperate dry,0.73,Mustard (seed harvest),270,MUSTARD-SEED-HARVEST,2023,2,35,Rapeseed,use FAO,Mustard seed,0.550925,0.2385,0.9946,0.3186639732651667,fao (imputed),MUSTARD-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Oat, Black (forage harvest)",251,OAT-BLACK-FORAGE-HARVEST,2023,2,11,Oats,Other cereals harvested green (excluding green maize),use eurostat,12.4625,11,16,1.77919524344174,eurostat (imputed),OAT-BLACK-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Oat, Black (grain harvest)",252,OAT-BLACK-GRAIN-HARVEST,2023,2,11,Oats,Oats,Oats,2.32875,2.02,2.59,0.1984538449398968,eurostat (imputed),OAT-BLACK-GRAIN-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Oat, spring (grain harvest)",194,OAT-SPRING-GRAIN-HARVEST,2023,2,11,Oats,Oats,Oats,2.32875,2.02,2.59,0.1984538449398968,eurostat (imputed),OAT-SPRING-GRAIN-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Oat, winter (forage harvest)",195,OAT-WINTER-FORAGE-HARVEST,2023,2,11,Oats,Other cereals harvested green (excluding green maize),use eurostat,12.4625,11,16,1.77919524344174,eurostat (imputed),OAT-WINTER-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Oat, winter (grain harvest)",196,OAT-WINTER-GRAIN-HARVEST,2023,2,11,Oats,Oats,Oats,2.32875,2.02,2.59,0.1984538449398968,eurostat (imputed),OAT-WINTER-GRAIN-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Oat, spring (forage harvest)",151,OATS,2023,2,11,Oats,Other cereals harvested green (excluding green maize),use eurostat,12.4625,11,16,1.77919524344174,eurostat (imputed),OATS
BG,27,Bulgaria,Warm temperate dry,0.73,Onion,271,ONION,2023,2,23,Vegetable,use FAO,"Onions and shallots, dry (excluding dehydrated)",11.1645,8.311,12.7106,1.30375335857669,fao (imputed),ONION
BG,27,Bulgaria,Warm temperate dry,0.73,Other grain,113,OTHER-GRAIN,NA,NA,25,Other grain,Cereals for the production of grain (including seed),"Cereals, primary",19.9,14.4,25.8,3.553670135025398,eurostat (imputed),OTHER-GRAIN
BG,27,Bulgaria,Warm temperate dry,0.73,Other legume (seed harvest),153,OTHER-LEGUME,2023,2,26,Other legume,Other dry pulses and protein crops n.e.c.,Other pulses n.e.c.,1.40125,1.02,2.02,0.2911767995074961,eurostat (imputed),OTHER-LEGUME
BG,27,Bulgaria,Warm temperate dry,0.73,Other N-fixing forage,154,OTHER-N-FIXING-FORAGE,2023,2,27,Other N-fixing forage,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),OTHER-N-FIXING-FORAGE
BG,27,Bulgaria,Warm temperate dry,0.73,Other Non-N-fixing forage,155,OTHER-NON-N-FIXING-FORAGE,2023,2,28,Other Non-N-fixing forage,Other cereals harvested green (excluding green maize),use eurostat,12.4625,11,16,1.77919524344174,eurostat (imputed),OTHER-NON-N-FIXING-FORAGE
BG,27,Bulgaria,Warm temperate dry,0.73,Other root crops (only 2021),18,OTHER-ROOT-CROPS,NA,NA,29,Other root crops,use FAO,"Roots and Tubers, Total",17.2537,13.005,21.2497,2.681512410136169,fao (imputed),OTHER-ROOT-CROPS
BG,27,Bulgaria,Warm temperate dry,0.73,Other tuber crop (only 2021),19,OTHER-TUBER-CROP,NA,NA,30,Other tuber crop,use FAO,"Roots and Tubers, Total",17.2537,13.005,21.2497,2.681512410136169,fao (imputed),OTHER-TUBER-CROP
BG,27,Bulgaria,Warm temperate dry,0.73,"Pea, Cow (forage harvest)",253,PEA-COW-FORAGE-HARVEST,NA,NA,7,Dry bean,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),PEA-COW-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Pea, Spring (forage harvest)",211,PEA-SPRING-FORAGE-HARVEST,2023,2,7,Dry bean,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),PEA-SPRING-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Pea, Spring (seed harvest)",212,PEA-SPRING-SEED-HARVEST,2023,2,7,Dry bean,Field peas,"Peas, dry",2.28625,1.79,2.96,0.4070078096828821,eurostat (imputed),PEA-SPRING-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Pea, Winter (forage harvest)",213,PEA-WINTER-FORAGE-HARVEST,2023,2,7,Dry bean,Other leguminous plants harvested green n.e.c.,use eurostat,7.25,3.46,11.6,2.253486188109437,eurostat (imputed),PEA-WINTER-FORAGE-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,"Pea, Winter (seed harvest)",214,PEA-WINTER-SEED-HARVEST,2023,2,7,Dry bean,Field peas,"Peas, dry",2.28625,1.79,2.96,0.4070078096828821,eurostat (imputed),PEA-WINTER-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Peanut,20,PEANUT,NA,NA,12,Peanut,use FAO,"Groundnuts, excluding shelled",1.85315,1.6953,2.1126,0.1428159354854052,fao (imputed),PEANUT
BG,27,Bulgaria,Warm temperate dry,0.73,Peas,134,PEAS,2022,2,7,Dry bean,Field peas,"Peas, dry",2.28625,1.79,2.96,0.4070078096828821,eurostat (imputed),PEAS
BG,27,Bulgaria,Warm temperate dry,0.73,"Pea, Chick (seed harvest)",173,PEAS-CHICK-SEED-HARVEST,2023,2,7,Dry bean,use FAO,"Chick peas, dry",1.6055625,1.1572,2.1445,0.3755752689922107,fao (imputed),PEAS-CHICK-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Perennial seed grass,117,PERENNIAL-GRASS,2023,2,13,Perennial grass,Temporary grasses and grazings,use eurostat,7.13,6,8.03,0.8426658378537214,eurostat (imputed),PERENNIAL-GRASS
BG,27,Bulgaria,Warm temperate dry,0.73,Plain grass,129,PLAIN-GRASS,2023,2,13,Perennial grass,Temporary grasses and grazings,use eurostat,7.13,6,8.03,0.8426658378537214,eurostat (imputed),PLAIN-GRASS
BG,27,Bulgaria,Warm temperate dry,0.73,Potato,279,POTATO,2023,2,30,Other tuber crop,Potatoes (including seed potatoes),Potatoes,17.8375,14.9,21.2,2.073601077490902,eurostat (imputed),POTATO
BG,27,Bulgaria,Warm temperate dry,0.73,Rapeseed,141,RAPE,2022,2,35,Rapeseed,Winter rape and turnip rape seeds,use eurostat,2.67375,2.32,3,0.279588345352847,eurostat (imputed),RAPE
BG,27,Bulgaria,Warm temperate dry,0.73,"Rapeseed, Winter (seed harvest)",179,RAPESEED,2023,2,35,Rapeseed,Winter rape and turnip rape seeds,use eurostat,2.67375,2.32,3,0.279588345352847,eurostat (imputed),RAPESEED
BG,27,Bulgaria,Warm temperate dry,0.73,"Rapeseed, Spring (seed harvest)",273,RAPESEED-SPRING-SEED-HARVEST,2023,2,35,Rapeseed,Spring rape and turnip rape seeds,use eurostat,3.24,1.83,4.63,0.8006284434287549,CZ estimate Eurostat,RAPESEED-SPRING-SEED-HARVEST
BG,27,Bulgaria,Warm temperate dry,0.73,Raspberry,25,RASPBERRY,NA,NA,32,Raspberry,use FAO,Raspberries,3.8142625,3.2557,4.5816,0.5122914737794714,fao (imputed),RASPBERRY
BG,27,Bulgaria,Warm temperate dry,0.73,Rice (only 2021),26,RICE,NA,NA,15,Rice,Rice,Rice,5.4725,4.87,6,0.3821648858804274,eurostat (imputed),RICE
BG,27,Bulgaria,Warm temperate dry,0.73,"Rye, Winter (grain harvest)",159,RYE,2023,2,16,Rye,Rye,Rye,1.98375,1.69,2.24,0.185775402031593,eurostat (imputed),RYE
