"eurostat_country_code","fao_area_code","Country_name","Climatic_zone1","Climatic_zone1_pct","Agreena_crop_english_name","Agreena_crop_ID","Agreena_crop_IDENTIFIER","Agreena_crop_year","Agreena_crop_methodology","coolfarm_id","coolfarm_name","es_crop_name","fao_crop_name","yield_avg","yield_min","yield_max","yield_sd","source","Agreena_crop_name"
"MA",203,"Morocco","Warm temperate dry",0.83,"Perennial seed grass",117,"PERENNIAL-GRASS",2023,2,13,"Perennial grass","Temporary grasses and grazings","use eurostat",11.7,10.1,14.1,1.49284005458436,"eurostat (imputed)","PERENNIAL-GRASS"
"MA",203,"Morocco","Warm temperate dry",0.83,"Plain grass",129,"PLAIN-GRASS",2023,2,13,"Perennial grass","Temporary grasses and grazings","use eurostat",11.7,10.1,14.1,1.49284005458436,"eurostat (imputed)","PLAIN-GRASS"
"MA",203,"Morocco","Warm temperate dry",0.83,"Potato",279,"POTATO",2023,2,30,"Other tuber crop","Potatoes (including seed potatoes)","Potatoes",31.5875,29.8,33.9,1.29773153728232,"eurostat (imputed)","POTATO"
"MA",203,"Morocco","Warm temperate dry",0.83,"Rapeseed",141,"RAPE",2022,2,35,"Rapeseed","Winter rape and turnip rape seeds","use eurostat",2.125,1.53,2.6,0.347439614486152,"eurostat (imputed)","RAPE"
"MA",203,"Morocco","Warm temperate dry",0.83,"Rapeseed, Winter (seed harvest)",179,"RAPESEED",2023,2,35,"Rapeseed","Winter rape and turnip rape seeds","use eurostat",2.125,1.53,2.6,0.347439614486152,"eurostat (imputed)","RAPESEED"
"MA",203,"Morocco","Warm temperate dry",0.83,"Rapeseed, Spring (seed harvest)",273,"RAPESEED-SPRING-SEED-HARVEST",2023,2,35,"Rapeseed","Spring rape and turnip rape seeds","use eurostat",3.26625,2.11,3.94,0.667830977333123,"eurostat (imputed)","RAPESEED-SPRING-SEED-HARVEST"
"MA",203,"Morocco","Warm temperate dry",0.83,"Raspberry",25,"RASPBERRY",NA,NA,32,"Raspberry","use FAO","Raspberries",15.8076375,9.0547,24.0924,5.51958204575504,"fao (imputed)","RASPBERRY"
"MA",203,"Morocco","Warm temperate dry",0.83,"Rice (only 2021)",26,"RICE",NA,NA,15,"Rice","Rice","Rice",7.4075,6.7,7.67,0.328274710744348,"eurostat (imputed)","RICE"
"MA",203,"Morocco","Warm temperate dry",0.83,"Rye, Winter (grain harvest)",159,"RYE",2023,2,16,"Rye","Rye","Rye",2.28875,1.34,2.97,0.582542150528918,"eurostat (imputed)","RYE"
"MA",203,"Morocco","Warm temperate dry",0.83,"Rye, Spring (forage harvest)",255,"RYE-SPRING-FORAGE-HARVEST",2023,2,16,"Rye","Other cereals harvested green (excluding green maize)","use eurostat",5.88125,4.75,6.54,0.699723159542401,"eurostat (imputed)","RYE-SPRING-FORAGE-HARVEST"
"MA",203,"Morocco","Warm temperate dry",0.83,"Rye, Spring (grain harvest)",256,"RYE-SPRING-GRAIN-HARVEST",2023,2,16,"Rye","Rye","Rye",2.28875,1.34,2.97,0.582542150528918,"eurostat (imputed)","RYE-SPRING-GRAIN-HARVEST"
"MA",203,"Morocco","Warm temperate dry",0.83,"Rye, Winter (forage harvest)",198,"RYE-WINTER-FORAGE-HARVEST",2023,2,16,"Rye","Other cereals harvested green (excluding green maize)","use eurostat",5.88125,4.75,6.54,0.699723159542401,"eurostat (imputed)","RYE-WINTER-FORAGE-HARVEST"
"MA",203,"Morocco","Warm temperate dry",0.83,"Sainfoin (forage harvest)",221,"SAINFOIN-FORAGE-HARVEST",2023,2,1,"Alfalfa","Other leguminous plants harvested green n.e.c.","use eurostat",5.5225,3.24,6.73,1.25872668087352,"eurostat (imputed)","SAINFOIN-FORAGE-HARVEST"
"MA",203,"Morocco","Warm temperate dry",0.83,"Sainfoin (seed harvest)",222,"SAINFOIN-SEED-HARVEST",2023,2,1,"Alfalfa","Other dry pulses and protein crops n.e.c.","Other pulses n.e.c.",1.0575,0.8,1.38,0.233834495805412,"eurostat (imputed)","SAINFOIN-SEED-HARVEST"
"MA",203,"Morocco","Warm temperate dry",0.83,"Sorghum (grain harvest)",161,"SORGHUM",2023,2,17,"Sorghum","Sorghum","Sorghum",4.31,3.1,6.15,0.877952162705919,"eurostat (imputed)","SORGHUM"
"MA",203,"Morocco","Warm temperate dry",0.83,"Sorghum (forage harvest)",257,"SORGHUM-FORAGE-HARVEST",2023,2,17,"Sorghum","Other cereals harvested green (excluding green maize)","use eurostat",5.88125,4.75,6.54,0.699723159542401,"eurostat (imputed)","SORGHUM-FORAGE-HARVEST"
"MA",203,"Morocco","Warm temperate dry",0.83,"Soybean (seed harvest)",162,"SOYBEAN",2023,2,18,"Soyabean","Soya","Soya beans",2.985,2.5,3.29,0.256515106767613,"eurostat (imputed)","SOYBEAN"
"MA",203,"Morocco","Warm temperate dry",0.83,"Soybean (forage harvest)",258,"SOYBEAN-FORAGE-HARVEST",2023,2,18,"Soybean","Other leguminous plants harvested green n.e.c.","use eurostat",5.5225,3.24,6.73,1.25872668087352,"eurostat (imputed)","SOYBEAN-FORAGE-HARVEST"
"MA",203,"Morocco","Warm temperate dry",0.83,"Spinach (leaf harvest)",276,"SPINACH-LEAF-HARVEST",NA,NA,23,"Vegetable","use FAO","Spinach",18.0365,17.0301,19,0.689091337508005,"fao (imputed)","SPINACH-LEAF-HARVEST"
"MA",203,"Morocco","Warm temperate dry",0.83,"Wheat, Durum (grain harvest)",163,"SPRING-WHEAT",2023,2,19,"Spring wheat","Common spring wheat and spelt","use eurostat",4.17875,2.74,4.92,0.827689339581671,"eurostat (imputed)","SPRING-WHEAT"
"MA",203,"Morocco","Warm temperate dry",0.83,"Strawberry",32,"STRAWBERRY",NA,NA,34,"Strawberry","use FAO","Strawberries",48.1154,37.0816,55.083,7.14796110110129,"fao (imputed)","STRAWBERRY"
"MA",203,"Morocco","Warm temperate dry",0.83,"Sugar beets",125,"SUGAR-BEETS",NA,NA,30,"Other tuber crop","Sugar beet (excluding seed)","Sugar beet",88.3125,81.3,95.8,4.7305806046555,"eurostat (imputed)","SUGAR-BEETS"
"MA",203,"Morocco","Warm temperate dry",0.83,"Sunflower",130,"SUNFLOWER",2022,2,35,"Rapeseed","Sunflower seed","Sunflower seed",1.165,0.92,1.39,0.159284112740187,"eurostat (imputed)","SUNFLOWER"
"MA",203,"Morocco","Warm temperate dry",0.83,"Sunflower (seed harvest)",274,"SUNFLOWER-SEED-HARVEST",2023,2,35,"Rapeseed","Sunflower seed","Sunflower seed",1.165,0.92,1.39,0.159284112740187,"eurostat (imputed)","SUNFLOWER-SEED-HARVEST"
